p_err,va,vb,pcc,p_win
0.01,3,0,0.0400390625,0.9599609375
0.01,2,1,0.044921875,0.955078125
0.01,5,1,0.0361328125,0.9638671875
0.01,6,1,0.0400390625,0.9599609375
0.01,7,2,0.0458984375,0.9541015625
0.01,8,2,0.037109375,0.962890625
0.01,4,3,0.0859375,0.9140625
0.01,10,3,0.08203125,0.91796875
0.01,11,3,0.052734375,0.947265625
0.01,12,4,0.09765625,0.90234375
0.01,9,4,0.0634765625,0.9365234375
0.01,6,5,0.044921875,0.955078125
0.01,11,5,0.0439453125,0.9560546875
0.01,12,5,0.0341796875,0.9658203125
0.01,9,6,0.0439453125,0.9560546875
0.01,10,6,0.04296875,0.95703125
0.01,8,7,0.072265625,0.927734375
0.01,10,7,0.0673828125,0.9326171875
0.01,12,7,0.068359375,0.931640625
0.01,9,8,0.0595703125,0.9404296875
0.01,11,8,0.0751953125,0.9248046875
0.01,0,13,0.0498046875,0.9501953125
0.01,1,13,0.0439453125,0.9560546875
0.01,2,13,0.05078125,0.94921875
0.01,3,13,0.044921875,0.955078125
0.01,4,13,0.0390625,0.9609375
0.01,5,13,0.0615234375,0.9384765625
0.01,6,13,0.046875,0.953125
0.01,7,13,0.05078125,0.94921875
0.01,8,13,0.04296875,0.95703125
0.01,9,13,0.0517578125,0.9482421875
0.01,10,13,0.0439453125,0.9560546875
0.01,11,13,0.052734375,0.947265625
0.01,12,13,0.0458984375,0.9541015625
0.01778279410038923,0,0,0.7841796875,0.7841796875
0.01778279410038923,1,1,0.7685546875,0.7685546875
0.01778279410038923,2,2,0.7568359375,0.7568359375
0.01778279410038923,3,3,0.7314453125,0.7314453125
0.01778279410038923,4,4,0.748046875,0.748046875
0.01778279410038923,5,5,0.7880859375,0.7880859375
0.01778279410038923,6,6,0.79296875,0.79296875
0.01778279410038923,7,7,0.7158203125,0.7158203125
0.01778279410038923,8,8,0.701171875,0.701171875
0.01778279410038923,9,9,0.74609375,0.74609375
0.01778279410038923,10,10,0.7158203125,0.7158203125
0.01778279410038923,11,11,0.744140625,0.744140625
0.01778279410038923,12,12,0.732421875,0.732421875
0.01778279410038923,13,13,0.783203125,0.783203125
0.01778279410038923,0,1,0.076171875,0.923828125
0.01778279410038923,0,2,0.0703125,0.9296875
0.01778279410038923,0,4,0.08203125,0.91796875
0.01778279410038923,0,3,0.0732421875,0.9267578125
0.01778279410038923,1,2,0.099609375,0.900390625
0.01778279410038923,1,5,0.0791015625,0.9208984375
0.01778279410038923,1,6,0.08203125,0.91796875
0.01778279410038923,2,7,0.076171875,0.923828125
0.01778279410038923,2,8,0.0693359375,0.9306640625
0.01778279410038923,3,4,0.12109375,0.87890625
0.01778279410038923,3,10,0.1142578125,0.8857421875
0.01778279410038923,3,11,0.1025390625,0.8974609375
0.01778279410038923,4,12,0.1337890625,0.8662109375
0.01778279410038923,4,9,0.095703125,0.904296875
0.01778279410038923,5,6,0.0390625,0.9609375
0.01778279410038923,5,11,0.0556640625,0.9443359375
0.01778279410038923,5,12,0.0546875,0.9453125
0.01778279410038923,6,9,0.0419921875,0.9580078125
0.01778279410038923,6,10,0.076171875,0.923828125
0.01778279410038923,7,8,0.1357421875,0.8642578125
0.01778279410038923,7,10,0.1083984375,0.8916015625
0.01778279410038923,7,12,0.1044921875,0.8955078125
0.01778279410038923,8,9,0.095703125,0.904296875
0.01778279410038923,8,11,0.134765625,0.865234375
0.01778279410038923,13,0,0.095703125,0.904296875
0.01778279410038923,13,1,0.0498046875,0.9501953125
0.01778279410038923,13,2,0.0869140625,0.9130859375
0.01778279410038923,13,3,0.06640625,0.93359375
0.01778279410038923,13,4,0.0703125,0.9296875
0.01778279410038923,13,5,0.0908203125,0.9091796875
0.01778279410038923,13,6,0.068359375,0.931640625
0.01778279410038923,13,7,0.06640625,0.93359375
0.01778279410038923,13,8,0.076171875,0.923828125
0.01778279410038923,13,9,0.0888671875,0.9111328125
0.01778279410038923,13,10,0.078125,0.921875
0.01778279410038923,13,11,0.0751953125,0.9248046875
0.01778279410038923,13,12,0.0712890625,0.9287109375
0.01778279410038923,1,0,0.087890625,0.912109375
0.01778279410038923,2,0,0.068359375,0.931640625
0.01778279410038923,4,0,0.0771484375,0.9228515625
0.01778279410038923,3,0,0.0751953125,0.9248046875
0.01778279410038923,2,1,0.0859375,0.9140625
0.01778279410038923,5,1,0.08203125,0.91796875
0.01778279410038923,6,1,0.126953125,0.873046875
0.01778279410038923,7,2,0.06640625,0.93359375
0.01778279410038923,8,2,0.080078125,0.919921875
0.01778279410038923,4,3,0.1513671875,0.8486328125
0.01778279410038923,10,3,0.1259765625,0.8740234375
0.01778279410038923,11,3,0.1025390625,0.8974609375
0.01778279410038923,12,4,0.111328125,0.888671875
0.01778279410038923,9,4,0.111328125,0.888671875
0.01778279410038923,6,5,0.05078125,0.94921875
0.01778279410038923,11,5,0.0849609375,0.9150390625
0.01778279410038923,12,5,0.068359375,0.931640625
0.01778279410038923,9,6,0.0546875,0.9453125
0.01778279410038923,10,6,0.0673828125,0.9326171875
0.01778279410038923,8,7,0.1240234375,0.8759765625
0.01778279410038923,10,7,0.11328125,0.88671875
0.01778279410038923,12,7,0.0927734375,0.9072265625
0.01778279410038923,9,8,0.10546875,0.89453125
0.01778279410038923,11,8,0.1279296875,0.8720703125
0.01778279410038923,0,13,0.0869140625,0.9130859375
0.01778279410038923,1,13,0.0712890625,0.9287109375
0.01778279410038923,2,13,0.1015625,0.8984375
0.01778279410038923,3,13,0.064453125,0.935546875
0.01778279410038923,4,13,0.0712890625,0.9287109375
0.01778279410038923,5,13,0.0966796875,0.9033203125
0.01778279410038923,6,13,0.0751953125,0.9248046875
0.01778279410038923,7,13,0.0654296875,0.9345703125
0.01778279410038923,8,13,0.0830078125,0.9169921875
0.01778279410038923,9,13,0.091796875,0.908203125
0.01778279410038923,10,13,0.083984375,0.916015625
0.01778279410038923,11,13,0.068359375,0.931640625
0.01778279410038923,12,13,0.0625,0.9375
0.03162277660168379,0,0,0.6572265625,0.6572265625
0.03162277660168379,1,1,0.6376953125,0.6376953125
0.03162277660168379,2,2,0.6298828125,0.6298828125
0.03162277660168379,3,3,0.591796875,0.591796875
0.03162277660168379,4,4,0.6025390625,0.6025390625
0.03162277660168379,5,5,0.62890625,0.62890625
0.03162277660168379,6,6,0.662109375,0.662109375
0.03162277660168379,7,7,0.546875,0.546875
0.03162277660168379,8,8,0.6005859375,0.6005859375
0.03162277660168379,9,9,0.6298828125,0.6298828125
0.03162277660168379,10,10,0.5859375,0.5859375
0.03162277660168379,11,11,0.63671875,0.63671875
0.03162277660168379,12,12,0.6162109375,0.6162109375
0.03162277660168379,13,13,0.638671875,0.638671875
0.03162277660168379,0,1,0.1171875,0.8828125
0.03162277660168379,0,2,0.115234375,0.884765625
0.03162277660168379,0,4,0.109375,0.890625
0.03162277660168379,0,3,0.1123046875,0.8876953125
0.03162277660168379,1,2,0.134765625,0.865234375
0.03162277660168379,1,5,0.1005859375,0.8994140625
0.03162277660168379,1,6,0.15625,0.84375
0.03162277660168379,2,7,0.1103515625,0.8896484375
0.03162277660168379,2,8,0.1064453125,0.8935546875
0.03162277660168379,3,4,0.181640625,0.818359375
0.03162277660168379,3,10,0.1611328125,0.8388671875
0.03162277660168379,3,11,0.1630859375,0.8369140625
0.03162277660168379,4,12,0.181640625,0.818359375
0.03162277660168379,4,9,0.134765625,0.865234375
0.03162277660168379,5,6,0.076171875,0.923828125
0.03162277660168379,5,11,0.0869140625,0.9130859375
0.03162277660168379,5,12,0.068359375,0.931640625
0.03162277660168379,6,9,0.12109375,0.87890625
0.03162277660168379,6,10,0.1064453125,0.8935546875
0.03162277660168379,7,8,0.201171875,0.798828125
0.03162277660168379,7,10,0.177734375,0.822265625
0.03162277660168379,7,12,0.1748046875,0.8251953125
0.03162277660168379,8,9,0.1494140625,0.8505859375
0.03162277660168379,8,11,0.1689453125,0.8310546875
0.03162277660168379,13,0,0.1279296875,0.8720703125
0.03162277660168379,13,1,0.08203125,0.91796875
0.03162277660168379,13,2,0.123046875,0.876953125
0.03162277660168379,13,3,0.111328125,0.888671875
0.03162277660168379,13,4,0.1171875,0.8828125
0.03162277660168379,13,5,0.1337890625,0.8662109375
0.03162277660168379,13,6,0.0966796875,0.9033203125
0.03162277660168379,13,7,0.1220703125,0.8779296875
0.03162277660168379,13,8,0.1015625,0.8984375
0.03162277660168379,13,9,0.123046875,0.876953125
0.03162277660168379,13,10,0.1171875,0.8828125
0.03162277660168379,13,11,0.1298828125,0.8701171875
0.03162277660168379,13,12,0.0791015625,0.9208984375
0.03162277660168379,1,0,0.119140625,0.880859375
0.03162277660168379,2,0,0.0888671875,0.9111328125
0.03162277660168379,4,0,0.1142578125,0.8857421875
0.03162277660168379,3,0,0.1103515625,0.8896484375
0.03162277660168379,2,1,0.134765625,0.865234375
0.03162277660168379,5,1,0.1162109375,0.8837890625
0.03162277660168379,6,1,0.1484375,0.8515625
0.03162277660168379,7,2,0.1123046875,0.8876953125
0.03162277660168379,8,2,0.1298828125,0.8701171875
0.03162277660168379,4,3,0.2001953125,0.7998046875
0.03162277660168379,10,3,0.1708984375,0.8291015625
0.03162277660168379,11,3,0.16796875,0.83203125
0.03162277660168379,12,4,0.1953125,0.8046875
0.03162277660168379,9,4,0.1650390625,0.8349609375
0.03162277660168379,6,5,0.111328125,0.888671875
0.03162277660168379,11,5,0.0859375,0.9140625
0.03162277660168379,12,5,0.1162109375,0.8837890625
0.03162277660168379,9,6,0.111328125,0.888671875
0.03162277660168379,10,6,0.1259765625,0.8740234375
0.03162277660168379,8,7,0.177734375,0.822265625
0.03162277660168379,10,7,0.1796875,0.8203125
0.03162277660168379,12,7,0.1494140625,0.8505859375
0.03162277660168379,9,8,0.140625,0.859375
0.03162277660168379,11,8,0.1787109375,0.8212890625
0.03162277660168379,0,13,0.13671875,0.86328125
0.03162277660168379,1,13,0.087890625,0.912109375
0.03162277660168379,2,13,0.1142578125,0.8857421875
0.03162277660168379,3,13,0.1103515625,0.8896484375
0.03162277660168379,4,13,0.10546875,0.89453125
0.03162277660168379,5,13,0.13671875,0.86328125
0.03162277660168379,6,13,0.1318359375,0.8681640625
0.03162277660168379,7,13,0.1103515625,0.8896484375
0.03162277660168379,8,13,0.109375,0.890625
0.03162277660168379,9,13,0.1201171875,0.8798828125
0.03162277660168379,10,13,0.111328125,0.888671875
0.03162277660168379,11,13,0.099609375,0.900390625
0.03162277660168379,12,13,0.103515625,0.896484375
0.05623413251903491,0,0,0.466796875,0.466796875
0.05623413251903491,1,1,0.4716796875,0.4716796875
0.05623413251903491,2,2,0.5048828125,0.5048828125
0.05623413251903491,3,3,0.4267578125,0.4267578125
0.05623413251903491,4,4,0.4228515625,0.4228515625
0.05623413251903491,5,5,0.48046875,0.48046875
0.05623413251903491,6,6,0.49609375,0.49609375
0.05623413251903491,7,7,0.416015625,0.416015625
0.05623413251903491,8,8,0.46484375,0.46484375
0.05623413251903491,9,9,0.4462890625,0.4462890625
0.05623413251903491,10,10,0.4267578125,0.4267578125
0.05623413251903491,11,11,0.4384765625,0.4384765625
0.05623413251903491,12,12,0.455078125,0.455078125
0.05623413251903491,13,13,0.5048828125,0.5048828125
0.05623413251903491,0,1,0.16015625,0.83984375
0.05623413251903491,0,2,0.162109375,0.837890625
0.05623413251903491,0,4,0.16796875,0.83203125
0.05623413251903491,0,3,0.1865234375,0.8134765625
0.05623413251903491,1,2,0.1943359375,0.8056640625
0.05623413251903491,1,5,0.173828125,0.826171875
0.05623413251903491,1,6,0.1845703125,0.8154296875
0.05623413251903491,2,7,0.177734375,0.822265625
0.05623413251903491,2,8,0.1640625,0.8359375
0.05623413251903491,3,4,0.2421875,0.7578125
0.05623413251903491,3,10,0.21875,0.78125
0.05623413251903491,3,11,0.1953125,0.8046875
0.05623413251903491,4,12,0.2294921875,0.7705078125
0.05623413251903491,4,9,0.1865234375,0.8134765625
0.05623413251903491,5,6,0.1455078125,0.8544921875
0.05623413251903491,5,11,0.142578125,0.857421875
0.05623413251903491,5,12,0.138671875,0.861328125
0.05623413251903491,6,9,0.14453125,0.85546875
0.05623413251903491,6,10,0.1435546875,0.8564453125
0.05623413251903491,7,8,0.2529296875,0.7470703125
0.05623413251903491,7,10,0.212890625,0.787109375
0.05623413251903491,7,12,0.2001953125,0.7998046875
0.05623413251903491,8,9,0.197265625,0.802734375
0.05623413251903491,8,11,0.2353515625,0.7646484375
0.05623413251903491,13,0,0.193359375,0.806640625
0.05623413251903491,13,1,0.138671875,0.861328125
0.05623413251903491,13,2,0.162109375,0.837890625
0.05623413251903491,13,3,0.1552734375,0.8447265625
0.05623413251903491,13,4,0.1533203125,0.8466796875
0.05623413251903491,13,5,0.2138671875,0.7861328125
0.05623413251903491,13,6,0.16015625,0.83984375
0.05623413251903491,13,7,0.173828125,0.826171875
0.05623413251903491,13,8,0.1591796875,0.8408203125
0.05623413251903491,13,9,0.18359375,0.81640625
0.05623413251903491,13,10,0.1591796875,0.8408203125
0.05623413251903491,13,11,0.1494140625,0.8505859375
0.05623413251903491,13,12,0.1455078125,0.8544921875
0.05623413251903491,1,0,0.193359375,0.806640625
0.05623413251903491,2,0,0.16015625,0.83984375
0.05623413251903491,4,0,0.1669921875,0.8330078125
0.05623413251903491,3,0,0.2001953125,0.7998046875
0.05623413251903491,2,1,0.1513671875,0.8486328125
0.05623413251903491,5,1,0.1669921875,0.8330078125
0.05623413251903491,6,1,0.201171875,0.798828125
0.05623413251903491,7,2,0.1708984375,0.8291015625
0.05623413251903491,8,2,0.1640625,0.8359375
0.05623413251903491,4,3,0.224609375,0.775390625
0.05623413251903491,10,3,0.2197265625,0.7802734375
0.05623413251903491,11,3,0.21484375,0.78515625
0.05623413251903491,12,4,0.2294921875,0.7705078125
0.05623413251903491,9,4,0.2001953125,0.7998046875
0.05623413251903491,6,5,0.1318359375,0.8681640625
0.05623413251903491,11,5,0.158203125,0.841796875
0.05623413251903491,12,5,0.1533203125,0.8466796875
0.05623413251903491,9,6,0.1357421875,0.8642578125
0.05623413251903491,10,6,0.169921875,0.830078125
0.05623413251903491,8,7,0.232421875,0.767578125
0.05623413251903491,10,7,0.2216796875,0.7783203125
0.05623413251903491,12,7,0.2119140625,0.7880859375
0.05623413251903491,9,8,0.1865234375,0.8134765625
0.05623413251903491,11,8,0.2255859375,0.7744140625
0.05623413251903491,0,13,0.1787109375,0.8212890625
0.05623413251903491,1,13,0.150390625,0.849609375
0.05623413251903491,2,13,0.1943359375,0.8056640625
0.05623413251903491,3,13,0.1669921875,0.8330078125
0.05623413251903491,4,13,0.142578125,0.857421875
0.05623413251903491,5,13,0.208984375,0.791015625
0.05623413251903491,6,13,0.2021484375,0.7978515625
0.05623413251903491,7,13,0.1572265625,0.8427734375
0.05623413251903491,8,13,0.1728515625,0.8271484375
0.05623413251903491,9,13,0.19921875,0.80078125
0.05623413251903491,10,13,0.1845703125,0.8154296875
0.05623413251903491,11,13,0.142578125,0.857421875
0.05623413251903491,12,13,0.154296875,0.845703125
0.1,0,0,0.333984375,0.333984375
0.1,1,1,0.3662109375,0.3662109375
0.1,2,2,0.298828125,0.298828125
0.1,3,3,0.3095703125,0.3095703125
0.1,4,4,0.294921875,0.294921875
0.1,5,5,0.3486328125,0.3486328125
0.1,6,6,0.3359375,0.3359375
0.1,7,7,0.2802734375,0.2802734375
0.1,8,8,0.2958984375,0.2958984375
0.1,9,9,0.3349609375,0.3349609375
0.1,10,10,0.2939453125,0.2939453125
0.1,11,11,0.3251953125,0.3251953125
0.1,12,12,0.357421875,0.357421875
0.1,13,13,0.3583984375,0.3583984375
0.1,0,1,0.2255859375,0.7744140625
0.1,0,2,0.2333984375,0.7666015625
0.1,0,4,0.1923828125,0.8076171875
0.1,0,3,0.232421875,0.767578125
0.1,1,2,0.208984375,0.791015625
0.1,1,5,0.2236328125,0.7763671875
0.1,1,6,0.244140625,0.755859375
0.1,2,7,0.220703125,0.779296875
0.1,2,8,0.1923828125,0.8076171875
0.1,3,4,0.2841796875,0.7158203125
0.1,3,10,0.2421875,0.7578125
0.1,3,11,0.2294921875,0.7705078125
0.1,4,12,0.2685546875,0.7314453125
0.1,4,9,0.2255859375,0.7744140625
0.1,5,6,0.16796875,0.83203125
0.1,5,11,0.203125,0.796875
0.1,5,12,0.208984375,0.791015625
0.1,6,9,0.1904296875,0.8095703125
0.1,6,10,0.2294921875,0.7705078125
0.1,7,8,0.2646484375,0.7353515625
0.1,7,10,0.2607421875,0.7392578125
0.1,7,12,0.26171875,0.73828125
0.1,8,9,0.2314453125,0.7685546875
0.1,8,11,0.244140625,0.755859375
0.1,13,0,0.2197265625,0.7802734375
0.1,13,1,0.193359375,0.806640625
0.1,13,2,0.2158203125,0.7841796875
0.1,13,3,0.234375,0.765625
0.1,13,4,0.189453125,0.810546875
0.1,13,5,0.2373046875,0.7626953125
0.1,13,6,0.216796875,0.783203125
0.1,13,7,0.2099609375,0.7900390625
0.1,13,8,0.21484375,0.78515625
0.1,13,9,0.2568359375,0.7431640625
0.1,13,10,0.2255859375,0.7744140625
0.1,13,11,0.205078125,0.794921875
0.1,13,12,0.1767578125,0.8232421875
0.1,1,0,0.2529296875,0.7470703125
0.1,2,0,0.2255859375,0.7744140625
0.1,4,0,0.21875,0.78125
0.1,3,0,0.2255859375,0.7744140625
0.1,2,1,0.2177734375,0.7822265625
0.1,5,1,0.1845703125,0.8154296875
0.1,6,1,0.240234375,0.759765625
0.1,7,2,0.2197265625,0.7802734375
0.1,8,2,0.2099609375,0.7900390625
0.1,4,3,0.25,0.75
0.1,10,3,0.255859375,0.744140625
0.1,11,3,0.2431640625,0.7568359375
0.1,12,4,0.2626953125,0.7373046875
0.1,9,4,0.236328125,0.763671875
0.1,6,5,0.2001953125,0.7998046875
0.1,11,5,0.1982421875,0.8017578125
0.1,12,5,0.1826171875,0.8173828125
0.1,9,6,0.21875,0.78125
0.1,10,6,0.203125,0.796875
0.1,8,7,0.26171875,0.73828125
0.1,10,7,0.248046875,0.751953125
0.1,12,7,0.251953125,0.748046875
0.1,9,8,0.236328125,0.763671875
0.1,11,8,0.2509765625,0.7490234375
0.1,0,13,0.21484375,0.78515625
0.1,1,13,0.1689453125,0.8310546875
0.1,2,13,0.23828125,0.76171875
0.1,3,13,0.208984375,0.791015625
0.1,4,13,0.21875,0.78125
0.1,5,13,0.2265625,0.7734375
0.1,6,13,0.1982421875,0.8017578125
0.1,7,13,0.2275390625,0.7724609375
0.1,8,13,0.1943359375,0.8056640625
0.1,9,13,0.244140625,0.755859375
0.1,10,13,0.220703125,0.779296875
0.1,11,13,0.193359375,0.806640625
0.1,12,13,0.1806640625,0.8193359375
